,movie_title,director_name,imdb_score
3653,Song One ,Kate Barker-Froyland,5.8
3071,Saw V ,David Hackl,5.8
2106,The Glass House ,Daniel Sackheim,5.8
3599,School Daze ,Spike Lee,5.8
3124,A Low Down Dirty Shame ,Keenen Ivory Wayans,5.8
2861,Earth to Echo ,Dave Green,5.8
2168,Mortal Kombat ,Paul W.S. Anderson,5.8
1404,Rush Hour             ,,5.8
1077,Journey to the Center of the Earth ,Eric Brevig,5.8
1914,Undercover Brother ,Malcolm D. Lee,5.8
1317,The Gunman ,Pierre Morel,5.8
1419,Species ,Roger Donaldson,5.8
2224,You Again ,Andy Fickman,5.8
1921,What a Girl Wants ,Dennie Gordon,5.8
2872,54 ,Mark Christopher,5.8
3177,Teacher's Pet ,Timothy Björklund,5.8
2230,Monte Carlo ,Thomas Bezucha,5.8
1296,Life or Something Like It ,Stephen Herek,5.8
1306,Duplex ,Danny DeVito,5.8
2348,Zambezia ,Wayne Thornley,5.8
1767,Timecop ,Peter Hyams,5.8
1924,Cradle 2 the Grave ,Andrzej Bartkowiak,5.8
1789,Pride and Prejudice and Zombies ,Burr Steers,5.8
3517,The Christmas Candle ,John Stephenson,5.8
2183,Return to Never Land ,Robin Budd,5.8
3016,Heaven Is for Real ,Randall Wallace,5.8
1063,Mary Reilly ,Stephen Frears,5.8
2261,Paparazzi ,Paul Abascal,5.8
1313,Just Visiting ,Jean-Marie Poiré,5.8
3304,The Ice Pirates ,Stewart Raffill,5.7
3070,Brighton Rock ,Rowan Joffe,5.7
3934,Zipper ,Mora Stephens,5.7
871,The Watch ,Akiva Schaffer,5.7
2570,How to Deal ,Clare Kilner,5.7
4639,L!fe Happens ,Kat Coiro,5.7
4775,Rodeo Girl ,Joel Paul Reisig,5.7
4052,Paranormal Activity 2 ,Tod Williams,5.7
1207,Dumb and Dumber To ,Bobby Farrelly,5.7
4408,"A Woman, a Gun and a Noodle Shop ",Yimou Zhang,5.7
2008,Love Ranch ,Taylor Hackford,5.7
2023,Think Like a Man Too ,Tim Story,5.7
4589,Lisa Picard Is Famous ,Griffin Dunne,5.7
4336,Straight A's ,James Cox,5.7
3330,Skin Trade ,Ekachai Uekrongtham,5.7
4333,The Ghastly Love of Johnny X ,Paul Bunnell,5.7
4426,Hatchet ,Adam Green,5.7
1492,Sabotage ,David Ayer,5.7
3306,Trust the Man ,Bart Freundlich,5.7
4009,The Watch ,Akiva Schaffer,5.7
1484,Flight of the Intruder ,John Milius,5.7
915,Valentine's Day ,Garry Marshall,5.7
4048,Antiviral ,Brandon Cronenberg,5.7
4159,Diary of the Dead ,George A. Romero,5.7
2752,Chiamatemi Francesco - Il Papa della gente ,Daniele Luchetti,5.7
342,Lara Croft: Tomb Raider ,Simon West,5.7
3457,The Hole ,Joe Dante,5.7
1327,The Last Shot ,Jeff Nathanson,5.7
4726,Open Water ,Chris Kentis,5.7
1341,Sgt. Bilko ,Jonathan Lynn,5.7
4621,My Last Day Without You ,Stefan C. Schaefer,5.7
306,End of Days ,Peter Hyams,5.7
2756,Magic Mike XXL ,Gregory Jacobs,5.7
959,Race to Witch Mountain ,Andy Fickman,5.7
1935,The Sitter ,David Gordon Green,5.7
1272,The Art of War ,Christian Duguay,5.7
2637,Not Another Teen Movie ,Joel Gallen,5.7
2989,The Pursuit of D.B. Cooper ,Roger Spottiswoode,5.7
1266,Drillbit Taylor ,Steven Brill,5.7
791,Priest ,Scott Stewart,5.7
894,Bullet to the Head ,Walter Hill,5.7
2685,The Pirates Who Don't Do Anything: A VeggieTales Movie ,Mike Nawrocki,5.7
2767,Broken Horses ,Vidhu Vinod Chopra,5.7
2612,Tidal Wave ,JK Youn,5.7
4164,Journey to Saturn ,Thorbjørn Christoffersen,5.7
3324,"Ultramarines: A Warhammer 40,000 Movie ",Martyn Pick,5.7
1521,Playing for Keeps ,Gabriele Muccino,5.7
287,Planet of the Apes ,Tim Burton,5.7
3475,Jumping the Broom ,Salim Akil,5.7
782,The Relic ,Peter Hyams,5.7
376,Hollow Man ,Paul Verhoeven,5.7
1280,The Reaping ,Stephen Hopkins,5.7
4753,Kiss the Bride ,C. Jay Cox,5.7
2978,Screwed ,Scott Alexander,5.7
3007,"A Woman, a Gun and a Noodle Shop ",Yimou Zhang,5.7
4058,The Purge ,James DeMonaco,5.7
1570,George and the Dragon ,Tom Reeve,5.7
2401,Barbershop 2: Back in Business ,Kevin Rodney Sullivan,5.7
1809,Joyful Noise ,Todd Graff,5.7
1854,New Year's Eve ,Garry Marshall,5.7
731,Eat Pray Love ,Ryan Murphy,5.7
2388,Out of Inferno ,Danny Pang,5.7
4534,Unfriended ,Levan Gabriadze,5.7
686,Hudson Hawk ,Michael Lehmann,5.7
2839,A Nightmare on Elm Street 4: The Dream Master ,Renny Harlin,5.7
2382,The Nutcracker ,Emile Ardolino,5.7
2161,Jaws 2 ,Jeannot Szwarc,5.7
1829,What Just Happened ,Barry Levinson,5.7
1006,Escape from L.A. ,John Carpenter,5.7
544,Be Cool ,F. Gary Gray,5.7
2878,Admission ,Paul Weitz,5.7
496,Looney Tunes: Back in Action ,Joe Dante,5.7
3217,"War, Inc. ",Joshua Seftel,5.7
2855,Child's Play 2 ,John Lafia,5.7
1387,Reindeer Games ,John Frankenheimer,5.7
3378,Drive Me Crazy ,John Schultz,5.7
3842,The Blue Lagoon ,Randal Kleiser,5.7
2175,Drumline ,Charles Stone III,5.7
4228,Friday the 13th Part III ,Steve Miner,5.7
502,Red Planet ,Antony Hoffman,5.7
4954,The Work and the Story ,Nathan Smith Jones,5.7
2357,Bad Teacher ,Jake Kasdan,5.7
2344,Regression ,Alejandro Amenábar,5.7
3831,Only God Forgives ,Nicolas Winding Refn,5.7
1544,Nacho Libre ,Jared Hess,5.7
4280,Witchboard ,Kevin Tenney,5.7
1794,Brick Mansions ,Camille Delamarre,5.7
2398,Deuce Bigalow: Male Gigolo ,Mike Mitchell,5.7
2808,Jefferson in Paris ,James Ivory,5.7
4875,Rust ,Corbin Bernsen,5.7
3908,Planet of the Apes ,Tim Burton,5.7
4321,Stitches ,Conor McMahon,5.7
4203,Eye of the Dolphin ,Michael D. Sellers,5.7
2784,All About the Benjamins ,Kevin Bray,5.7
1065,America's Sweethearts ,Joe Roth,5.7
2793,Thinner ,Tom Holland,5.7
4478,Filly Brown ,Youssef Delara,5.7
2269,Armored ,Nimród Antal,5.7
3635,The 5th Quarter ,Rick Bieber,5.7
4112,Damsels in Distress ,Whit Stillman,5.7
1410,Identity Thief ,Seth Gordon,5.7
819,Rambo III ,Peter MacDonald,5.7
37,Transformers: Age of Extinction ,Michael Bay,5.7
4465,Eddie: The Sleepwalking Cannibal ,Boris Rodriguez,5.7
3245,White Noise 2: The Light ,Patrick Lussier,5.7
5012,Sabotage ,David Ayer,5.7
2110,The Little Vampire ,Uli Edel,5.7
3132,Sparkle ,Salim Akil,5.7
1730,Grace of Monaco ,Olivier Dahan,5.7
2432,Love the Coopers ,Jessie Nelson,5.7
471,Six Days Seven Nights ,Ivan Reitman,5.7
167,Hulk ,Ang Lee,5.7
2443,And So It Goes ,Rob Reiner,5.7
1078,The Princess Diaries 2: Royal Engagement ,Garry Marshall,5.7
3204,Gun Shy ,Eric Blakeney,5.7
1370,What to Expect When You're Expecting ,Kirk Jones,5.7
1509,Bandidas ,Joachim Rønning,5.7
4504,Q ,Laurent Bouhnik,5.6
2873,Bubble Boy ,Blair Hayes,5.6
506,Pompeii ,Paul W.S. Anderson,5.6
796,The Black Dahlia ,Brian De Palma,5.6
3358,Club Dread ,Jay Chandrasekhar,5.6
3785,The Oh in Ohio ,Billy Kent,5.6
4625,Truth or Die ,Robert Heath,5.6
2732,Listening ,Khalil Sullins,5.6
803,Dark Water ,Walter Salles,5.6
1696,Alex & Emma ,Rob Reiner,5.6
2742,Silent Trigger ,Russell Mulcahy,5.6
1434,The Benchwarmers ,Dennis Dugan,5.6
1720,The Promise ,Kaige Chen,5.6
2711,Hoot ,Wil Shriner,5.6
453,Four Christmases ,Seth Gordon,5.6
3413,The Singing Detective ,Keith Gordon,5.6
828,That's My Boy ,Sean Anders,5.6
1725,Wild Card ,Simon West,5.6
4592,Hardflip ,Johnny Remo,5.6
841,The Nutty Professor ,Tom Shadyac,5.6
4563,Two Girls and a Guy ,James Toback,5.6
1375,Cop Out ,Kevin Smith,5.6
467,The Pink Panther ,Shawn Levy,5.6
482,Mighty Joe Young ,Ron Underwood,5.6
1811,Lake Placid ,Steve Miner,5.6
1352,Angel Eyes ,Luis Mandoki,5.6
1349,Enough ,Michael Apted,5.6
423,Mirror Mirror ,Tarsem Singh,5.6
1711,Runner Runner ,Brad Furman,5.6
498,Timeline ,Richard Donner,5.6
4604,Sparkler ,Darren Stein,5.6
568,Fool's Gold ,Andy Tennant,5.6
3454,Black November ,Jeta Amata,5.6
2856,No Good Deed ,Sam Miller,5.6
3381,New in Town ,Jonas Elmer,5.6
1331,Because I Said So ,Michael Lehmann,5.6
4064,Pokémon 3: The Movie ,Kunihiko Yuyama,5.6
1913,Rugrats Go Wild ,John Eng,5.6
3013,5 Days of War ,Renny Harlin,5.6
3893,Maggie ,Henry Hobson,5.6
2364,House on Haunted Hill ,William Malone,5.6
1116,Babylon A.D. ,Mathieu Kassovitz,5.6
3693,Miss Julie ,Liv Ullmann,5.6
2426,Love Happens ,Brandon Camp,5.6
1142,The Juror ,Brian Gibson,5.6
3670,Diary of a Mad Black Woman ,Darren Grant,5.6
3121,The Banger Sisters ,Bob Dolman,5.6
2092,Son of God ,Christopher Spencer,5.6
2488,I Know What You Did Last Summer ,Jim Gillespie,5.6
4334,All Is Bright ,Phil Morrison,5.6
203,R.I.P.D. ,Robert Schwentke,5.6
2064,The Crew ,Michael Dinner,5.6
1922,Jeepers Creepers II ,Victor Salva,5.6
2498,40 Days and 40 Nights ,Michael Lehmann,5.6
2501,Beastly ,Daniel Barnz,5.6
2503,Dickie Roberts: Former Child Star ,Sam Weisman,5.6
4831,The Big Swap ,Niall Johnson,5.6
222,Fantastic 4: Rise of the Silver Surfer ,Tim Story,5.6
105,Poseidon ,Wolfgang Petersen,5.6
3728,The Players Club ,Ice Cube,5.6
1550,The Big Wedding ,Justin Zackham,5.6
1100,Kicking & Screaming ,Jesse Dylan,5.6
2263,A Guy Thing ,Chris Koch,5.6
1520,I Dreamed of Africa ,Hugh Hudson,5.6
2281,12 Rounds ,Renny Harlin,5.6
2217,The Stepfather ,Nelson McCormick,5.6
2305,Machete Kills ,Robert Rodriguez,5.6
3195,Malone ,Harley Cokeliss,5.6
42,Green Lantern ,Martin Campbell,5.6
1530,Snakes on a Plane ,David R. Ellis,5.6
3180,Deuces Wild ,Scott Kalvert,5.6
1031,What Planet Are You From? ,Mike Nichols,5.6
4979,Happy Christmas ,Joe Swanberg,5.6
4978,The FP ,Brandon Trost,5.6
1539,Wanderlust ,David Wain,5.6
4966,Closure ,Dan Reed,5.6
2352,Survivor ,James McTeigue,5.6
1093,Coyote Ugly ,David McNally,5.6
1017,Your Highness ,David Gordon Green,5.6
2035,Win a Date with Tad Hamilton! ,Robert Luketic,5.6
2497,Saw 3D: The Final Chapter ,Kevin Greutert,5.6
4685,All the Boys Love Mandy Lane ,Jonathan Levine,5.6
1956,"Bright Lights, Big City ",James Bridges,5.6
613,Bad Company ,Joel Schumacher,5.6
2693,The Muse ,Albert Brooks,5.6
1959,The Box ,Richard Kelly,5.6
596,AVP: Alien vs. Predator ,Paul W.S. Anderson,5.6
4711,Arnolds Park ,Gene Teigland,5.6
924,Barnyard ,Steve Oedekerk,5.6
595,Lady in the Water ,M. Night Shyamalan,5.6
1650,Blue Crush ,John Stockwell,5.6
2640,The Skulls ,Rob Cohen,5.6
4710,Mercy Streets ,Jon Gunn,5.6
1950,Don't Be Afraid of the Dark ,Troy Nixey,5.6
885,Imagine That ,Karey Kirkpatrick,5.6
1470,Valiant ,Gary Chapman,5.6
372,Pixels ,Chris Columbus,5.6
350,Cutthroat Island ,Renny Harlin,5.6
3549,House at the End of the Street ,Mark Tonderai,5.6
3367,A Thin Line Between Love and Hate ,Martin Lawrence,5.6
624,Legends of Oz: Dorothy's Return ,Will Finn,5.6
2624,Why Did I Get Married? ,Tyler Perry,5.6
897,"You, Me and Dupree ",Anthony Russo,5.6
878,Chain Reaction ,Andrew Davis,5.6
4356,The Last Exorcism ,Daniel Stamm,5.6
1994,Snakes on a Plane ,David R. Ellis,5.6
2566,Drowning Mona ,Nick Gomez,5.6
634,Money Train ,Joseph Ruben,5.6
383,Mission to Mars ,Brian De Palma,5.6
4655,Time Changer ,Rich Christiano,5.6
951,Failure to Launch ,Tom Dey,5.6
1923,Good Luck Chuck ,Mark Helfrich,5.6
3295,Breakin' All the Rules ,Daniel Taplitz,5.5
1701,In Dreams ,Neil Jordan,5.5
3190,Atlas Shrugged II: The Strike ,John Putch,5.5
721,Daddy Day Care ,Steve Carr,5.5
1681,Mr 3000 ,Charles Stone III,5.5
1516,Stolen ,Simon West,5.5
1525,Exit Wounds ,Andrzej Bartkowiak,5.5
4246,The Timber ,Anthony O'Brien,5.5
584,Runaway Bride ,Garry Marshall,5.5
3143,The Perfect Man ,Mark Rosman,5.5
1675,Virtuosity ,Brett Leonard,5.5
3046,Invaders from Mars ,Tobe Hooper,5.5
3098,White Noise ,Geoffrey Sax,5.5
3077,The Last Days on Mars ,Ruairi Robinson,5.5
4322,Nine Dead ,Chris Shadley,5.5
4451,Shalako ,Edward Dmytryk,5.5
4454,Girl House ,Jon Knautz,5.5
4132,They Came Together ,David Wain,5.5
1582,Ghostbusters ,Paul Feig,5.5
4131,Open Road ,Marcio Garcia,5.5
4422,Unsullied ,Simeon Rice,5.5
3167,MacGruber ,Jorma Taccone,5.5
737,The Scorpion King ,Chuck Russell,5.5
3126,Employee of the Month ,Greg Coolidge,5.5
652,Dreamcatcher ,Lawrence Kasdan,5.5
657,The Santa Clause 2 ,Michael Lembeck,5.5
3235,The Open Road ,Michael Meredith,5.5
1489,Whiteout ,Dominic Sena,5.5
1666,What's the Worst That Could Happen? ,Sam Weisman,5.5
727,Couples Retreat ,Peter Billingsley,5.5
4362,Battle for the Planet of the Apes ,J. Lee Thompson,5.5
1691,The Whole Ten Yards ,Howard Deutch,5.5
708,Hop ,Tim Hill,5.5
4477,C.H.U.D. ,Douglas Cheek,5.5
4928,Sweet Sweetback's Baadasssss Song ,Melvin Van Peebles,5.5
2157,Bringing Down the House ,Adam Shankman,5.5
113,Alexander ,Oliver Stone,5.5
922,Bulletproof Monk ,Paul Hunter,5.5
2668,Nowhere to Run ,Robert Harmon,5.5
341,Seventh Son ,Sergey Bodrov,5.5
904,Domestic Disturbance ,Harold Becker,5.5
2676,Disturbing Behavior ,David Nutter,5.5
4680,The Innkeepers ,Ti West,5.5
360,Charlie's Angels ,McG,5.5
2361,Thir13en Ghosts ,Steve Beck,5.5
92,Independence Day: Resurgence ,Roland Emmerich,5.5
4863,November ,Greg Harrison,5.5
882,Æon Flux ,Karyn Kusama,5.5
379,Lara Croft Tomb Raider: The Cradle of Life ,Jan de Bont,5.5
293,Little Fockers ,Paul Weitz,5.5
1252,Autumn in New York ,Joan Chen,5.5
1918,Beauty Shop ,Bille Woodruff,5.5
1139,The Bounty Hunter ,Andy Tennant,5.5
4839,"First Love, Last Rites ",Jesse Peretz,5.5
2517,American Dreamz ,Paul Weitz,5.5
2527,Southland Tales ,Richard Kelly,5.5
2041,Piranha 3D ,Alexandre Aja,5.5
2467,I Come with the Rain ,Tran Anh Hung,5.5
981,Beverly Hills Cop III ,John Landis,5.5
187,The Twilight Saga: Breaking Dawn - Part 2 ,Bill Condon,5.5
174,The Twilight Saga: Breaking Dawn - Part 2 ,Bill Condon,5.5
2557,Double Impact ,Sheldon Lettich,5.5
2444,Troop Beverly Hills ,Jeff Kanew,5.5
3614,Casa de mi Padre ,Matt Piedmont,5.5
1200,Scream 3 ,Wes Craven,5.5
262,The Smurfs ,Raja Gosnell,5.5
163,Gods of Egypt ,Alex Proyas,5.5
150,Ghostbusters ,Paul Feig,5.5
2707,Whatever It Takes ,David Raynr,5.5
371,You Don't Mess with the Zohan ,Dennis Dugan,5.5
1917,The House Bunny ,Fred Wolf,5.5
834,The Pacifier ,Adam Shankman,5.5
2796,I Think I Love My Wife ,Chris Rock,5.5
3416,The Wendell Baker Story ,Andrew Wilson,5.5
2197,How Stella Got Her Groove Back ,Kevin Rodney Sullivan,5.5
4996,A True Story ,Malcolm Goodwin,5.5
2776,Urban Legend ,Jamie Blanks,5.5
468,The Day the Earth Stood Still ,Scott Derrickson,5.5
4014,Taxman ,Avi Nesher,5.5
3811,We Have Your Husband ,Eric Bross,5.5
2841,"Dude, Where's My Car? ",Danny Leiner,5.5
2214,Ghost Ship ,Steve Beck,5.5
2770,My Bloody Valentine ,Patrick Lussier,5.5
1083,Monster-in-Law ,Robert Luketic,5.5
2341,People I Know ,Daniel Algrant,5.5
807,Mortdecai ,David Koepp,5.5
1075,Scary Movie 3 ,David Zucker,5.5
1353,Joe Somebody ,John Pasquin,5.5
2766,Crocodile Dundee II ,John Cornell,5.5
2296,The Man ,Les Mayfield,5.5
4602,Creative Control ,Benjamin Dickinson,5.5
3448,Masked and Anonymous ,Larry Charles,5.5
421,Collateral Damage ,Andrew Davis,5.5
4633,Banshee Chapter ,Blair Erickson,5.5
3829,The Texas Chainsaw Massacre 2 ,Tobe Hooper,5.5
2724,Blood and Chocolate ,Katja von Garnier,5.5
4489,The Day the Earth Stood Still ,Scott Derrickson,5.5
1032,Drive Angry ,Patrick Lussier,5.5
4316,Plush ,Catherine Hardwicke,5.4
5006,Her Cry: La Llorona Investigation ,Damir Catic,5.4
647,The Last Legion ,Doug Lefler,5.4
5031,Sanctuary; Quite a Conundrum ,Thomas L. Phillips,5.4
2124,Stone ,John Curran,5.4
2343,The Tempest ,Julie Taymor,5.4
678,Resident Evil: Retribution ,Paul W.S. Anderson,5.4
4306,This Thing of Ours ,Danny Provenzano,5.4
143,Mars Needs Moms ,Simon Wells,5.4
4917,Yesterday Was a Lie ,James Kerwin,5.4
4297,Teeth ,Mitchell Lichtenstein,5.4
62,Jupiter Ascending ,Lana Wachowski,5.4
4934,When the Lights Went Out ,Pat Holden,5.4
2368,Just Married ,Shawn Levy,5.4
2170,White Chicks ,Keenen Ivory Wayans,5.4
4974,"I Love You, Don't Touch Me! ",Julie Davis,5.4
74,Evan Almighty ,Tom Shadyac,5.4
2185,The Jungle Book 2 ,Steve Trenbirth,5.4
4953,The Birth of a Nation ,Nate Parker,5.4
3118,The Lawnmower Man ,Brett Leonard,5.4
538,Hotel for Dogs ,Thor Freudenthal,5.4
2061,The Adventurer: The Curse of the Midas Box ,Jonathan Newman,5.4
228,Stuart Little 2 ,Rob Minkoff,5.4
386,Volcano ,Mick Jackson,5.4
1687,Eight Legged Freaks ,Ellory Elkayem,5.4
4627,Bang Bang Baby ,Jeffrey St. Jules,5.4
4607,The Jimmy Show ,Frank Whaley,5.4
425,The Core ,Jon Amiel,5.4
1878,Viy ,Oleg Stepchenko,5.4
2972,Sorority Boys ,Wallace Wolodarsky,5.4
2778,Good Deeds ,Tyler Perry,5.4
449,Grown Ups 2 ,Dennis Dugan,5.4
2798,Big Fat Liar ,Shawn Levy,5.4
2800,Head Over Heels ,Mark Waters,5.4
2801,Fun Size ,Josh Schwartz,5.4
2950,Prophecy ,John Frankenheimer,5.4
4551,The Green Inferno ,Eli Roth,5.4
547,Killers ,Robert Luketic,5.4
2940,The Eye ,David Moreau,5.4
2893,The Crocodile Hunter: Collision Course ,John Stainton,5.4
1786,A Simple Wish ,Michael Ritchie,5.4
1785,The Spy Next Door ,Brian Levant,5.4
2697,The Man with the Iron Fists ,RZA,5.4
4399,I Love Your Work ,Adam Goldberg,5.4
4703,After ,Ryan Smith,5.4
1624,Bride Wars ,Gary Winick,5.4
2039,Play It to the Bone ,Ron Shelton,5.4
2549,The Young Messiah ,Cyrus Nowrasteh,5.4
2553,See Spot Run ,John Whitesell,5.4
1616,Down to Earth ,Chris Weitz,5.4
4801,Love in the Time of Monsters ,Matt Jackson,5.4
3078,Darkness ,Jaume Balagueró,5.4
263,Home on the Range ,Will Finn,5.4
266,The Smurfs 2 ,Raja Gosnell,5.4
1631,Star Trek V: The Final Frontier ,William Shatner,5.4
316,Land of the Lost ,Brad Silberling,5.4
625,Blackhat ,Michael Mann,5.4
2628,Big Fat Liar ,Shawn Levy,5.4
1964,Maximum Risk ,Ringo Lam,5.4
2639,Aloha ,Cameron Crowe,5.4
4374,Dysfunctional Friends ,Corey Grant,5.4
309,Batman Forever ,Joel Schumacher,5.4
4727,High Road ,Matt Walsh,5.4
615,I Spy ,Betty Thomas,5.4
3061,The Guru ,Daisy von Scherler Mayer,5.4
2246,Under the Rainbow ,Steve Rash,5.4
3936,The Loss of Sexual Innocence ,Mike Figgis,5.4
3649,The Hit List ,William Kaufman,5.4
1012,Man of the House ,Stephen Herek,5.4
749,Jingle All the Way ,Brian Levant,5.4
1130,Bangkok Dangerous ,Danny Pang,5.4
3455,Ta Ra Rum Pum ,Siddharth Anand,5.4
3439,Hostel: Part II ,Eli Roth,5.4
843,George of the Jungle ,Sam Weisman,5.4
729,Cheaper by the Dozen 2 ,Adam Shankman,5.4
3431,Green Street 3: Never Back Down ,James Nunn,5.4
4056,A Nightmare on Elm Street 2: Freddy's Revenge ,Jack Sholder,5.4
4060,Martin Lawrence Live: Runteldat ,David Raynr,5.4
1167,Red Riding Hood ,Catherine Hardwicke,5.4
3658,Trade of Innocents ,Christopher M. Bessette,5.4
3626,Goddess of Love ,Jon Knautz,5.4
1158,Boomerang ,Reginald Hudlin,5.4
1431,Old Dogs ,Walt Becker,5.4
3853,Moms' Night Out ,Andrew Erwin,5.4
3769,Keeping Up with the Steins ,Scott Marshall,5.4
3392,Prom ,Joe Nussbaum,5.4
1389,Aloha ,Cameron Crowe,5.4
3251,It's a Wonderful Afterlife ,Gurinder Chadha,5.4
1119,Aliens in the Attic ,John Schultz,5.4
4098,Jawbreaker ,Darren Stein,5.4
1396,Head of State ,Chris Rock,5.4
4104,Tusk ,Kevin Smith,5.4
4020,Wicked Blood ,Mark Young,5.4
1440,Max Payne ,John Moore,5.4
759,Under Siege 2: Dark Territory ,Geoff Murphy,5.4
1097,The Specialist ,Luis Llosa,5.4
3554,Annabelle ,John R. Leonetti,5.4
952,The Ring Two ,Hideo Nakata,5.4
3828,Let's Kill Ward's Wife ,Scott Foley,5.4
3310,Glee: The 3D Concert Movie ,Kevin Tancharoen,5.4
3832,Camping sauvage ,Christophe Ali,5.4
1405,Spy Kids ,Robert Rodriguez,5.4
3904,What the #$*! Do We (K)now!? ,William Arntz,5.4
1512,Unfinished Business ,Ken Scott,5.4
2964,How to Be a Player ,Lionel C. Martin,5.3
1741,Serving Sara ,Reginald Hudlin,5.3
3052,Tomcats ,Gregory Poirier,5.3
4177,Timber Falls ,Tony Giglio,5.3
4371,Sublime ,Tony Krantz,5.3
1783,Just My Luck ,Donald Petrie,5.3
4114,Bachelorette ,Leslye Headland,5.3
4173,The Astronaut's Wife ,Rand Ravich,5.3
4975,20 Dates ,Myles Berkowitz,5.3
4117,Tim and Eric's Billion Dollar Movie ,Tim Heidecker,5.3
557,Hollywood Homicide ,Ron Shelton,5.3
1117,The Glimmer Man ,John Gray,5.3
1742,The Boss ,Ben Falcone,5.3
612,The Dilemma ,Ron Howard,5.3
1433,License to Wed ,Ken Kwapis,5.3
4156,Friday the 13th Part VII: The New Blood ,John Carl Buechler,5.3
2961,Max Keeble's Big Move ,Tim Hill,5.3
3738,Spring Breakers ,Harmony Korine,5.3
4126,Demonic ,Will Canon,5.3
4939,Aroused ,Deborah Anderson,5.3
1686,Fled ,Kevin Hooks,5.3
580,Doctor Dolittle ,Betty Thomas,5.3
1451,House of Wax ,Jaume Collet-Serra,5.3
3341,The Haunting in Connecticut 2: Ghosts of Georgia ,Tom Elkins,5.3
1442,The Back-up Plan ,Alan Poul,5.3
2985,In the Cut ,Jane Campion,5.3
3836,All Hat ,Leonard Farlinger,5.3
2956,Aquamarine ,Elizabeth Allen Rosenbaum,5.3
3395,Woman on Top ,Fina Torres,5.3
1798,"Welcome Home, Roscoe Jenkins ",Malcolm D. Lee,5.3
3536,Z Storm ,David Lam,5.3
891,Eye See You ,Jim Gillespie,5.3
233,How Do You Know ,James L. Brooks,5.3
347,A Good Day to Die Hard ,John Moore,5.3
2038,Ready to Rumble ,Brian Robbins,5.3
3524,I Hope They Serve Beer in Hell ,Bob Gosse,5.3
4695,House of Wax ,Jaume Collet-Serra,5.3
2033,Double Take ,George Gallo,5.3
4705,Walter ,Anna Mastro,5.3
3538,Snow Queen ,Vladlen Barbe,5.3
2417,Honey ,Bille Woodruff,5.3
318,Point Break ,Ericson Core,5.3
1275,The Out-of-Towners ,Sam Weisman,5.3
1957,The Adventures of Pinocchio ,Steve Barron,5.3
2631,The Lizzie McGuire Movie ,Jim Fall,5.3
4743,Civil Brand ,Neema Barnette,5.3
2563,Boys and Girls ,Robert Iscove,5.3
2020,Point Break ,Ericson Core,5.3
2011,The Counselor ,Ridley Scott,5.3
1932,Bride of Chucky ,Ronny Yu,5.3
3622,Simply Irresistible ,Mark Tarlov,5.3
4011,D.E.B.S. ,Angela Robinson,5.3
2713,Peeples ,Tina Gordon Chism,5.3
2419,Spy Hard ,Rick Friedberg,5.3
4095,8 Heads in a Duffel Bag ,Tom Schulman,5.3
3687,Salvation Boulevard ,George Ratliff,5.3
4094,Warlock: The Armageddon ,Anthony Hickox,5.3
2333,By the Sea ,Angelina Jolie Pitt,5.3
1382,Obitaemyy ostrov ,Fedor Bondarchuk,5.3
2436,"I Love You, Beth Cooper ",Chris Columbus,5.3
486,Little Nicky ,Steven Brill,5.3
2108,Josie and the Pussycats ,Harry Elfont,5.3
4067,Spaced Invaders ,Patrick Read Johnson,5.3
3422,Aloft ,Claudia Llosa,5.3
2477,Wolves ,David Hayter,5.3
1335,Against the Ropes ,Charles S. Dutton,5.3
1172,One for the Money ,Julie Anne Robinson,5.3
4630,A Fine Step ,Jonathan Meyers,5.3
2729,The Clan of the Cave Bear ,Michael Chapman,5.3
2715,Post Grad ,Vicky Jenson,5.3
3057,Slackers ,Dewey Nicks,5.3
1394,Isn't She Great ,Andrew Bergman,5.3
4278,Captive ,Jerry Jameson,5.3
3761,The Forsaken ,J.S. Cardone,5.3
2234,The Covenant ,Renny Harlin,5.3
3213,The Brothers Solomon ,Bob Odenkirk,5.3
1531,The Watcher ,Joe Charbanic,5.3
758,The Tuxedo ,Kevin Donovan,5.3
4236,Always Woodstock ,Rita Merson,5.3
2264,Loser ,Amy Heckerling,5.3
3137,Invasion U.S.A. ,Joseph Zito,5.3
4305,Roadside Romeo ,Jugal Hansraj,5.3
2233,Alpha and Omega ,Anthony Bell,5.3
2307,Strange Wilderness ,Fred Wolf,5.3
4338,Slacker Uprising ,Michael Moore,5.3
3165,Sleepover ,Joe Nussbaum,5.3
3085,Housefull ,Sajid Khan,5.3
3090,Misconduct ,Shintaro Shimosawa,5.3
4258,Silent House ,Chris Kentis,5.3
1565,Bogus ,Norman Jewison,5.3
3272,Into the Grizzly Maze ,David Hackl,5.3
1519,The Astronaut's Wife ,Rand Ravich,5.3
3131,Sinister 2 ,Ciarán Foy,5.2
4317,Vampire Killers ,Phil Claydon,5.2
3369,Shutter ,Masayuki Ochiai,5.2
1180,The Medallion ,Gordon Chan,5.2
4628,Fear Clinic ,Robert Hall,5.2
3171,Over Her Dead Body ,Jeff Lowell,5.2
672,Annie ,Will Gluck,5.2
1912,The Wild Thornberrys Movie ,Cathy Malkasian,5.2
3608,Halloween 5 ,Dominique Othenin-Girard,5.2
1378,Twilight ,Catherine Hardwicke,5.2
